Date/Time,CoolingCoils:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Plant [J](Hourly),Baseboard:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly),DistrictHeatingWater:Facility [J](Hourly),DistrictCooling:Facility [J](Hourly),Cooling:Electricity [J](Hourly)
 06/16  15:00:00,716527392.4687748,0.0,82663887.19371387,172789688.4485099,0.0,778141143.1211945,0.0,0.0,140496074.20392382
 06/16  16:00:00,729211223.7646296,0.0,83975086.87580806,174368387.3631157,0.0,766930398.5824984,0.0,0.0,142002003.8575822
 06/16  17:00:00,730030841.2958399,0.0,83915409.37509298,174305763.82631555,0.0,773709877.7099429,0.0,0.0,141976169.40224442
 06/16  18:00:00,635585765.6601275,904.133169490878,76834131.97847122,162325021.1224125,0.0,730197780.303549,0.0,0.0,131466180.78375857
 06/16  19:00:00,501548554.3117194,687.7105722270446,73444970.50397603,146435398.547169,0.0,713313906.2264844,0.0,0.0,117456377.97687797
 06/16  20:00:00,5618350.585921887,0.0,756076.3664787804,25467212.83393666,0.0,382266084.1654736,0.0,0.0,3695208.745270101
 06/16  21:00:00,5576609.886863038,0.0,756076.3664787804,25492915.18410553,0.0,62703797.46012368,0.0,0.0,3807410.733860872
 06/16  22:00:00,5507720.04298282,0.0,756076.3664787804,25581952.911228612,0.0,55891055.022287115,0.0,0.0,3896448.4609839474
 06/16  23:00:00,5377354.066536283,0.0,748955.6808463732,25619193.36755013,0.0,53526264.82030201,0.0,0.0,3933698.6888848213
 06/16  24:00:00,5119452.472760667,0.0,723619.9305044055,25554233.795605287,0.0,48646149.55266681,0.0,0.0,3868773.278930177
 06/17  01:00:00,4908381.692428374,0.0,700109.1654138032,25490614.59344294,0.0,46164109.61273968,0.0,0.0,3805185.0828745933
 06/17  02:00:00,4835104.360356641,0.0,662428.8567303204,25538087.892411448,0.0,46173902.60302471,0.0,0.0,3852632.7902616644
 06/17  03:00:00,4705131.0161305545,0.0,630021.1514043317,25522520.093173318,0.0,46125927.09846059,0.0,0.0,3837052.305875822
 06/17  04:00:00,4503559.048042744,0.0,615992.7802534587,25402724.700812466,0.0,45992103.33494887,0.0,0.0,3717284.9175740583
 06/17  05:00:00,4379800.087789007,0.0,605944.2607863854,25330717.69197498,0.0,45910047.806644306,0.0,0.0,3645297.9255384314
 06/17  06:00:00,4305724.901432197,0.0,600104.38802371,25271979.321938533,0.0,45845469.56384519,0.0,0.0,3586571.1526069576
 06/17  07:00:00,4271186.346896664,0.0,598013.6000960378,25249755.427306853,0.0,45821154.88128584,0.0,0.0,3564351.40706122
 06/17  08:00:00,4264918.3652558215,0.0,598275.1379434105,25237490.953145802,0.0,45809151.94497216,0.0,0.0,3552085.3663120214
 06/17  09:00:00,4267523.743264112,0.0,598619.2400992003,25232719.167456564,0.0,45804724.261438705,0.0,0.0,3547309.854418534
 06/17  10:00:00,4274370.463138815,0.0,600022.2322439407,25234605.301723804,0.0,45808013.38785068,0.0,0.0,3549190.72997123
 06/17  11:00:00,4277174.439655619,0.0,601843.7073862401,25233675.27700061,0.0,45808904.838269785,0.0,0.0,3548255.16537117
 06/17  12:00:00,4290016.753298311,0.0,604240.0210269573,25242112.661746413,0.0,45819738.536656305,0.0,0.0,3556686.3737834706
 06/17  13:00:00,4314418.311191438,0.0,607607.4498670879,25242233.665390536,0.0,45823226.96914057,0.0,0.0,3556800.2197099607
 06/17  14:00:00,4318594.102094818,0.0,608401.3887671359,25238999.616964623,0.0,45820786.859614715,0.0,0.0,3553563.8697810834
 06/17  15:00:00,4288255.426435133,0.0,605125.3705936989,25232576.038003124,0.0,45811087.26247976,0.0,0.0,3547144.9857932488
 06/17  16:00:00,4240223.798563288,0.0,599577.338852489,25197592.787186287,0.0,45770555.97992172,0.0,0.0,3512170.267134837
 06/17  17:00:00,4187184.9117556512,0.0,592927.8696650603,25183291.932267882,0.0,45749605.65581587,0.0,0.0,3497880.123076752
 06/17  18:00:00,4126434.2210559594,0.0,585604.0363281417,25154623.562956344,0.0,45713613.45316742,0.0,0.0,3469223.8515292783
 06/17  19:00:00,4038746.4877155656,0.0,575737.768904444,25116147.652786836,0.0,45665271.27557422,0.0,0.0,3430764.764179103
 06/17  20:00:00,3912997.603409473,0.0,561922.0765328235,25060650.316947713,0.0,45595958.24736348,0.0,0.0,3375291.0740743536
 06/17  21:00:00,3744446.7558525754,0.0,543999.1722545617,24981551.255020846,0.0,45498936.28115835,0.0,0.0,3296222.9889703225
 06/17  22:00:00,3597760.9112312617,0.0,508604.83334503067,25013232.933709558,0.0,45495223.620937526,0.0,0.0,3327881.5097624655
 06/17  23:00:00,3397270.7719689794,0.0,471836.15410772164,24985586.47762219,0.0,45430808.485612854,0.0,0.0,3300225.1884037987
 06/17  24:00:00,3137268.7911995947,0.0,409551.18929814943,24942139.108615827,0.0,45325076.151796915,0.0,0.0,3256756.2329107304
 06/18  01:00:00,2909972.489773439,0.0,370744.7144867324,24805832.440758243,0.0,45149963.009127915,0.0,0.0,3120473.326562115
 06/18  02:00:00,2701989.085285054,0.0,340564.1536726096,24668655.292770766,0.0,44982605.30032632,0.0,0.0,2983332.7665619846
 06/18  03:00:00,2505964.891991144,0.0,322579.6455568704,24533556.013390493,0.0,44829521.5128303,0.0,0.0,2848287.693142608
 06/18  04:00:00,2324984.115856885,0.0,305625.3776063223,24402401.47086278,0.0,44681412.70235203,0.0,0.0,2717182.518827902
 06/18  05:00:00,2181035.203369713,0.0,291711.17738345393,24315300.63958872,0.0,44580397.67085512,0.0,0.0,2630119.3370327274
 06/18  06:00:00,2105867.104382049,0.0,283727.7265580822,24286721.67590738,0.0,44543835.2563484,0.0,0.0,2601557.18625502
 06/18  07:00:00,2083306.8059830058,0.0,280644.392506444,24266075.583451107,0.0,44520105.829840496,0.0,0.0,2580912.9479403184
 06/18  08:00:00,2074473.9196196385,0.0,278861.92039433826,24255122.97198339,0.0,44507370.746260665,0.0,0.0,2569959.057202652
 06/18  09:00:00,2081916.4484458093,0.0,279078.0237721437,24254789.106852204,0.0,44507252.984507285,0.0,0.0,2569618.371986723
 06/18  10:00:00,2106107.072877463,0.0,281208.88597976964,24262849.870662276,0.0,44517444.61052498,0.0,0.0,2577667.514916598
 06/18  11:00:00,2148101.5274745915,0.0,284950.0010778944,24273882.06538745,0.0,44532217.92034828,0.0,0.0,2588684.0274944915
 06/18  12:00:00,2220113.066674521,0.0,291444.46996127546,24296226.165120296,0.0,44561056.488964505,0.0,0.0,2611005.784263032
 06/18  13:00:00,2307139.7176710293,0.0,299399.8129067684,24332109.131988056,0.0,44604894.79877777,0.0,0.0,2646863.5263569253
 06/18  14:00:00,2368744.8041647607,0.0,305197.2638618755,24359572.852019187,0.0,44638155.969764,0.0,0.0,2674309.402600358
 06/18  15:00:00,2388416.9552110806,0.0,307240.9109141736,24363713.896466073,0.0,44644340.66126319,0.0,0.0,2678444.789119251
 06/18  16:00:00,2365626.7949881623,0.0,305283.8322181299,24351504.93881826,0.0,44630174.62491933,0.0,0.0,2666242.6975752357
 06/18  17:00:00,2318639.732206916,0.0,300761.52722317615,24325557.910259005,0.0,44599705.291365124,0.0,0.0,2640309.922682702
 06/18  18:00:00,2250190.5006167856,0.0,294245.6092751367,24293115.79118059,0.0,44560747.25433867,0.0,0.0,2607888.195510035
 06/18  19:00:00,2162513.867393264,0.0,286021.85518058075,24259964.839042287,0.0,44519372.548105806,0.0,0.0,2574762.9126534136
 06/18  20:00:00,2057695.2081777276,0.0,276236.1701482981,24209863.408991493,0.0,44459485.43302273,0.0,0.0,2524691.664444316
 06/18  21:00:00,1931495.2242203187,0.0,264618.38593816187,24155343.046704344,0.0,44393347.28652545,0.0,0.0,2470206.9535647985
 06/18  22:00:00,1794528.0698426622,0.0,246390.27960393566,24123056.068423375,0.0,44342832.20191025,0.0,0.0,2437938.740331839
 06/18  23:00:00,1667090.9232195544,0.0,223340.14014741592,24109737.809297718,0.0,44306463.803328075,0.0,0.0,2424618.7355102156
 06/18  24:00:00,1563216.3373227655,0.0,210143.63609010837,24064371.399176568,0.0,44247900.88914961,0.0,0.0,2379273.9491217756
 06/19  01:00:00,1457566.2817229638,0.0,184895.0061098061,24056495.484412868,0.0,44214776.34440561,0.0,0.0,2371381.0804420607
 06/19  02:00:00,1361636.1569921752,0.0,167312.70042593154,24001097.85926657,0.0,44141796.41357544,0.0,0.0,2316004.2364595947
 06/19  03:00:00,1280470.2033426566,0.0,148207.01056075847,23987333.547069944,0.0,44108926.41151364,0.0,0.0,2302226.748822546
 06/19  04:00:00,1215526.8659266448,0.0,142269.27113060976,23928259.95862052,0.0,44043915.08363407,0.0,0.0,2243175.982434528
 06/19  05:00:00,1159000.3098890106,0.0,137095.05301086642,23881779.509396885,0.0,43992260.416290686,0.0,0.0,2196715.308298578
 06/19  06:00:00,1119535.6993686743,0.0,133503.60956656642,23853083.247665443,0.0,43959972.71111495,0.0,0.0,2168032.6416653167
 06/19  07:00:00,1101288.7784221112,0.0,131854.58852956575,23830881.19987174,0.0,53232811.779918104,0.0,0.0,2145836.685581691
 06/19  08:00:00,1161795.965778305,0.0,137012.53388286015,23844485.206514932,0.0,515020124.94306296,0.0,0.0,2159420.6400908944
 06/19  09:00:00,62082820.38033192,934.6942986165328,59516825.50108466,50004036.22942105,18058418.802311882,602954398.905845,52197507.17301945,0.0,27000527.348933402
 06/19  10:00:00,81772644.2147907,0.0,58745917.002197556,62328908.25023576,0.0,636846479.5140306,0.0,0.0,37822613.1051482
 06/19  11:00:00,133330075.53101802,0.0,59446239.50024818,87149910.86770815,0.0,664776847.6546416,0.0,0.0,61716616.85931126
 06/19  12:00:00,175578866.59690043,0.0,60003263.71629663,107257993.4302868,0.0,692343734.5982285,0.0,0.0,81126305.82802223
 06/19  13:00:00,198826929.6134824,0.0,59897299.93242702,118845355.04512239,0.0,703825132.4291943,0.0,0.0,92376033.14074764
 06/19  14:00:00,254587133.54821146,0.0,61865774.80084367,130981085.04843497,0.0,717929337.3009237,0.0,0.0,103916055.34966847
 06/19  15:00:00,322290358.9497628,0.0,64673800.78583433,131430101.36860979,0.0,718791469.6334149,0.0,0.0,104061985.04215181
 06/19  16:00:00,359359229.5120119,0.0,66437555.31930783,131711723.96302392,0.0,706736203.6259063,0.0,0.0,104138944.54667419
 06/19  17:00:00,377701522.1497414,0.0,69135888.35378705,131736204.88117488,0.0,716360797.7434962,0.0,0.0,104132295.83529244
 06/19  18:00:00,324659772.2882547,0.0,67194400.18792391,131020180.26529752,0.0,689253207.6558868,0.0,0.0,103486103.38323566
 06/19  19:00:00,261525239.80179447,0.0,66340808.35266942,130452259.83458315,0.0,690226605.3625921,0.0,0.0,103272695.0592308
 06/19  20:00:00,4439502.754767312,0.0,642861.4124070893,24888025.777908996,0.0,381573682.15537417,0.0,0.0,3113792.6311967215
 06/19  21:00:00,4190749.9552433426,0.0,595166.8492764974,24911045.709125966,0.0,61961018.467941836,0.0,0.0,3225647.561165685
 06/19  22:00:00,3858572.278833054,0.0,554657.6367699268,24905505.83193514,0.0,55013189.213284805,0.0,0.0,3220150.6123812413
 06/19  23:00:00,3567107.413506458,0.0,525613.936538714,24830941.588226516,0.0,52514671.29667075,0.0,0.0,3145637.679719075
 06/19  24:00:00,3382334.3644646425,0.0,451741.81179076276,24961627.456014547,0.0,47781665.09436244,0.0,0.0,3276251.135210359
 06/20  01:00:00,3154680.0648207716,0.0,375250.99660238845,24987606.768589556,0.0,45336243.61907488,0.0,0.0,3302164.64132002
 06/20  02:00:00,2931726.1306726723,0.0,358453.5828678299,24803845.963332217,0.0,45135685.40008298,0.0,0.0,3118457.1276024813
 06/20  03:00:00,2764560.587032548,0.0,344161.1506066601,24659546.616104808,0.0,44977093.62059441,0.0,0.0,2974201.2867031703
 06/20  04:00:00,2602277.1352354074,0.0,329721.9844040181,24545947.990008995,0.0,44849055.828295946,0.0,0.0,2860646.515217771
 06/20  05:00:00,2463457.42961211,0.0,316875.00146328396,24460933.293111447,0.0,44751194.14845767,0.0,0.0,2775668.796543009
 06/20  06:00:00,2384051.4785389993,0.0,308903.62961908476,24409788.763362534,0.0,44692078.24686456,0.0,0.0,2724543.5874144332
 06/20  07:00:00,2366666.5735402135,0.0,306261.69228909555,24393685.37333475,0.0,53970023.05714065,0.0,0.0,2708441.9514818396
 06/20  08:00:00,2477139.0266665923,0.0,314752.8198912676,24433280.28827695,0.0,515786660.31083345,0.0,0.0,2748005.2327637747
 06/20  09:00:00,179882732.02702385,1608.9478734236015,66909906.96653235,90552942.22729343,12801563.297327993,650896386.3691652,20536191.64820346,0.0,65214053.99612829
 06/20  10:00:00,129312992.36411309,474.50216139767196,62932611.76669967,85189634.12517653,0.0,663893900.1534736,0.0,0.0,60228813.372192234
 06/20  11:00:00,135939996.15655848,0.0,62875286.849469274,88349667.14307572,0.0,669405651.2792302,0.0,0.0,63199711.457737215
 06/20  12:00:00,159858504.20331693,0.0,62846728.33746377,99650691.35131228,0.0,687579897.140421,0.0,0.0,73968553.72159295
 06/20  13:00:00,168081562.0349846,0.0,61930520.31025192,103720106.7782584,0.0,690733104.5401554,0.0,0.0,77649797.33703613
 06/20  14:00:00,210331247.90433437,0.0,62745179.65821543,123951212.80165175,0.0,711778869.9115121,0.0,0.0,97019722.46770772
 06/20  15:00:00,271599326.2793736,0.0,65190732.76933995,131105886.04141426,0.0,718984186.289725,0.0,0.0,103734917.4478773
 06/20  16:00:00,284411321.5835411,0.0,65898124.37803583,131035973.02626167,0.0,705521021.7478722,0.0,0.0,103481801.63821736
 06/20  17:00:00,268060155.45364574,0.0,65965702.89325435,130583632.79406476,0.0,712038040.1958536,0.0,0.0,103263725.90913741
 06/20  18:00:00,186132579.10988683,0.0,63286230.8485319,113049555.76226081,0.0,667374413.813458,0.0,0.0,86798865.65216026
 06/20  19:00:00,113258848.0667921,0.0,61680039.43424326,78723023.45780578,0.0,633836600.0673885,0.0,0.0,53668924.21890202
 06/20  20:00:00,4632968.16259706,0.0,663469.2807147201,24343336.680584975,0.0,381049600.92635775,0.0,0.0,2657893.4653854794
 06/20  21:00:00,4375674.618673449,0.0,610266.6713083436,24654037.485525426,0.0,61719110.06637314,0.0,0.0,2968608.763310278
 06/20  22:00:00,4032355.575570509,0.0,573953.4409186996,24752906.085591607,0.0,54879885.27109003,0.0,0.0,3067527.0313100736
 06/20  23:00:00,3745022.934464669,0.0,545431.3172206386,24761809.65509547,0.0,52465356.744221605,0.0,0.0,3076480.192507846
 06/20  24:00:00,3564688.736185905,0.0,505002.8927743881,24848349.874342762,0.0,47721648.59367428,0.0,0.0,3163001.4437660165
 06/21  01:00:00,3367507.1446763612,0.0,462812.0992912706,24888151.335941955,0.0,45324349.28911617,0.0,0.0,3202775.154009298
 06/21  02:00:00,3077353.760398539,0.0,404938.6386637723,24821198.650713533,0.0,45199523.14326025,0.0,0.0,3135830.734181894
 06/21  03:00:00,2841632.033356816,0.0,353215.60339355137,24739990.559651505,0.0,45066592.01692799,0.0,0.0,3054630.848611081
 06/21  04:00:00,2661358.9288512273,0.0,336960.63849829894,24595254.366230268,0.0,44905600.85861151,0.0,0.0,2909942.457574004
 06/21  05:00:00,2523287.2319676974,0.0,323900.1704823014,24508595.666024476,0.0,44805881.69038972,0.0,0.0,2823319.249384147
 06/21  06:00:00,2425183.562045698,0.0,314024.1940642204,24439271.071393143,0.0,44726681.11934031,0.0,0.0,2754018.8964333553
 06/21  07:00:00,2364536.407064962,0.0,307369.87143399974,24404341.618449323,0.0,53981787.48140012,0.0,0.0,2719103.1705427105
 06/21  08:00:00,2419141.4319639425,0.0,310881.83742853184,24419178.303524897,0.0,515768687.34361863,0.0,0.0,2733923.597195674
 06/21  09:00:00,161681882.64492494,2607.4610879151783,65827786.96029619,87831141.99253996,14085490.943815487,647092466.1281757,17996173.82897248,0.0,62534944.33703072
 06/21  10:00:00,145963934.96851724,0.0,63128510.25870611,92506373.72751531,0.0,671406538.2478188,0.0,0.0,67131858.90654548
 06/21  11:00:00,195525697.29338393,0.0,62708401.968940824,116440826.03372039,0.0,697329925.2893466,0.0,0.0,90011830.20977929
 06/21  12:00:00,225981573.9734537,0.0,62767242.455399096,129336440.7179571,0.0,717186160.6250013,0.0,0.0,102262456.59798495
 06/21  13:00:00,219623793.3191375,0.0,62720529.78570612,128087911.10834421,0.0,715890918.3456953,0.0,0.0,101309536.07477695
 06/21  14:00:00,261756216.73053402,0.0,65403415.542641185,130185384.89336285,0.0,720671277.8876489,0.0,0.0,103263725.86979501
 06/21  15:00:00,326252322.60690355,0.0,69047927.97103646,130425540.71723571,0.0,722161036.1672429,0.0,0.0,103263725.86979501
 06/21  16:00:00,333770560.548367,0.0,68952957.7367123,130450008.96794674,0.0,707989891.0482336,0.0,0.0,103263725.86979501
 06/21  17:00:00,345438875.92113215,0.0,69862379.22044912,130448142.93202488,0.0,715799226.6610084,0.0,0.0,103263725.86979501
 06/21  18:00:00,272249028.33975804,0.0,66515264.32524507,130121949.8995614,0.0,687675841.4274718,0.0,0.0,103263725.86979501
 06/21  19:00:00,186044849.87010795,0.0,63825879.13451667,112812163.24332085,0.0,670071579.5531769,0.0,0.0,86900958.33042412
 06/21  20:00:00,4560239.820364843,0.0,650419.6892458671,24566836.39781091,0.0,381260051.0521149,0.0,0.0,2804856.396244431
 06/21  21:00:00,4291100.3493577065,0.0,599250.4853709975,24732769.93395734,0.0,61786826.328867696,0.0,0.0,3047347.63257017
 06/21  22:00:00,3959684.0336608877,0.0,568169.0308090943,24787237.310533557,0.0,54908432.08592237,0.0,0.0,3101869.910166337
 06/21  23:00:00,3679817.742376267,0.0,539684.5409910204,24773140.21549818,0.0,52470940.528394714,0.0,0.0,3087822.6389297554
 06/21  24:00:00,3573786.7684447165,0.0,495489.4110942916,24927485.69254185,0.0,47791270.93019327,0.0,0.0,3242105.551127556
 06/22  01:00:00,3336362.922055542,0.0,466488.8527245312,24861950.132504005,0.0,45301824.83911148,0.0,0.0,3176584.1611714647
 06/22  02:00:00,3069333.100060356,0.0,409738.525487624,24806997.070198968,0.0,45190121.44956954,0.0,0.0,3121636.783643547
 06/22  03:00:00,2831829.317197352,0.0,361301.0179172964,24719292.00279607,0.0,45053978.874596305,0.0,0.0,3033948.1133318543
 06/22  04:00:00,2618317.5353397303,0.0,334286.7049391143,24589283.25014246,0.0,44896955.808964506,0.0,0.0,2903984.577646656
 06/22  05:00:00,2455971.53460359,0.0,319080.41301472724,24478854.588146478,0.0,44771320.85504415,0.0,0.0,2793598.8392588086
 06/22  06:00:00,2348724.0309284264,0.0,308608.8220537293,24411247.67639337,0.0,44693242.352330044,0.0,0.0,2726017.9840739365
 06/22  07:00:00,2274453.142037199,0.0,301131.92558642436,24367019.066709824,0.0,53938226.98381305,0.0,0.0,2681805.205179289
 06/22  08:00:00,10445857.515028592,0.0,724482.4292841614,28545129.19267822,0.0,520308238.82462764,0.0,0.0,6854685.049403917
 06/22  09:00:00,302012338.84773946,1302.9891083964458,75964765.95972154,130621110.3032717,8069454.142606141,700019413.4383327,6289575.230636344,0.0,105372152.90114084
 06/22  10:00:00,262766077.38334608,1251.7607554565818,73708928.60915262,128526942.370655,0.0,718007525.2414048,0.0,0.0,103263725.86979501
 06/22  11:00:00,252575799.46652055,0.0,72476672.10750403,128629582.61381496,0.0,719286952.0080043,0.0,0.0,103263725.86979501
 06/22  12:00:00,283452183.3796587,0.0,71764273.00377843,128947118.86053894,0.0,725793869.3159624,0.0,0.0,103263725.86979501
 06/22  13:00:00,283831376.85734475,0.0,69135953.27858175,128928544.0650951,0.0,723146974.7953216,0.0,0.0,103263725.86979501
 06/22  14:00:00,347338681.1922122,0.0,70989670.6655005,129732768.45457317,0.0,725804916.5717187,0.0,0.0,103628453.3935397
 06/22  15:00:00,460067999.6778966,0.0,76760624.36929479,137827723.6490738,0.0,737275915.4973392,0.0,0.0,110623807.14426264
 06/22  16:00:00,486801653.3612062,0.0,77773724.84249169,140611534.00060436,0.0,726972183.1866708,0.0,0.0,113142152.90008816
 06/22  17:00:00,503829223.64006555,0.0,78290880.9573008,142448397.91289738,0.0,736227983.3787329,0.0,0.0,114728530.84405527
 06/22  18:00:00,433895469.83159846,0.0,74062834.49521665,135282719.36829495,0.0,700384181.066177,0.0,0.0,108409041.1869609
 06/22  19:00:00,356831266.7850689,0.0,71955871.05141222,129662748.85830973,0.0,695052157.0850616,0.0,0.0,103383823.38558196
 06/22  20:00:00,5151374.788988318,0.0,756076.3664787804,25004462.753284164,0.0,381803334.0848211,0.0,0.0,3253358.8057395746
 06/22  21:00:00,5061654.086016438,0.0,744679.35088596,25147844.020020552,0.0,62347329.28044589,0.0,0.0,3462354.5506851864
 06/22  22:00:00,4782233.426777492,0.0,687355.8233064456,25246546.509617962,0.0,55486928.07750414,0.0,0.0,3561075.864259638
 06/22  23:00:00,4493334.282610708,0.0,625384.8629718256,25261347.740958385,0.0,53044848.37583572,0.0,0.0,3575888.876118315
 06/22  24:00:00,4291837.683137772,0.0,606407.0644428049,25195292.765902024,0.0,48169995.656901956,0.0,0.0,3509871.2203922896
 06/23  01:00:00,4057987.556426042,0.0,582276.6308639114,25110269.899067376,0.0,45665932.38381422,0.0,0.0,3424889.237611047
 06/23  02:00:00,3839465.7138612834,0.0,558928.6462301369,25023051.7253198,0.0,45555366.22543288,0.0,0.0,3337709.476686121
 06/23  03:00:00,3731761.0980399223,0.0,518255.87700122216,25109283.18954556,0.0,45600924.92042972,0.0,0.0,3423887.9336696076
 06/23  04:00:00,3537279.025904014,0.0,488110.3254940156,25048525.754549406,0.0,45510021.93392635,0.0,0.0,3363122.7545641297
 06/23  05:00:00,3344621.7492281143,0.0,471922.48601821024,24921093.964153044,0.0,45366402.30405419,0.0,0.0,3235729.647563626
 06/23  06:00:00,3206597.549152323,0.0,458517.8878224262,24822631.574270003,0.0,45254535.31597537,0.0,0.0,3137296.6905464497
 06/23  07:00:00,3071080.8119684113,0.0,410423.537405689,24829344.049126588,0.0,54509843.57804907,0.0,0.0,3143982.850852177
 06/23  08:00:00,3091417.573692968,0.0,399242.56336580263,24822198.67491573,0.0,516260068.44094664,0.0,0.0,3136810.2149687726
 06/23  09:00:00,176898665.25804833,16702.56924858839,67376049.99190494,91554067.40453692,44379225.863930546,652363654.5717812,47593335.68289294,0.0,66362229.92230634
 06/23  10:00:00,139407083.5101127,1252.2330497146952,63585557.21035094,89818304.17835231,0.0,669175515.6503006,0.0,0.0,64639628.58846635
 06/23  11:00:00,178875889.12152186,185.63695362015815,65000161.10173717,108295429.12398642,0.0,691476287.5124089,0.0,0.0,82421876.602653
 06/23  12:00:00,219739986.21768463,0.0,64918148.9329741,127477337.73579946,0.0,717477964.1204185,0.0,0.0,101088375.2649568
 06/23  13:00:00,236772456.03608006,0.0,64458912.038228944,127979777.65537463,0.0,717521167.1452487,0.0,0.0,101503943.04983555
 06/23  14:00:00,267825834.5584263,0.0,64271059.41290553,130398977.86895704,0.0,719752514.7335076,0.0,0.0,103263725.86979501
 06/23  15:00:00,320909994.6964698,0.0,65448409.67450076,131163111.81287955,0.0,719299088.966351,0.0,0.0,103624833.7101796
 06/23  16:00:00,337535091.087283,2172.553887225125,66152915.58198568,131744836.4420132,0.0,706484676.3675736,0.0,0.0,104324719.27505833
 06/23  17:00:00,319029384.7511202,0.0,66816785.86794776,131855203.46260068,0.0,714160693.8390827,0.0,0.0,104563310.41298123
 06/23  18:00:00,216480288.58344042,0.0,63725165.892199606,125735708.82683986,0.0,680499501.9217045,0.0,0.0,98791318.78488874
 06/23  19:00:00,131126928.95847754,0.0,61846332.04121274,87855426.41151738,0.0,643135295.6280695,0.0,0.0,62291875.782300085
 06/23  20:00:00,4937032.694993433,0.0,712367.9849819065,24577121.4273704,0.0,381332284.3774104,0.0,0.0,2813055.9335005702
 06/23  21:00:00,4793927.310575843,0.0,675002.5669400718,24836636.377453264,0.0,61966444.8539327,0.0,0.0,3151187.660531657
 06/23  22:00:00,4638295.499237205,0.0,628856.5764424654,25054878.431698732,0.0,55236760.75272092,0.0,0.0,3369410.2202204345
 06/23  23:00:00,4364029.212560967,0.0,605553.2823299024,25075770.85345633,0.0,52839439.90769173,0.0,0.0,3390343.0122035127
 06/23  24:00:00,4164600.125158035,0.0,585453.2418131776,25057399.831233993,0.0,48011148.8996043,0.0,0.0,3372005.4543229663
 06/24  01:00:00,3994143.339643734,0.0,567667.9961310596,25026061.159194916,0.0,45567115.00920892,0.0,0.0,3340696.0908706547
 06/24  02:00:00,3839709.4731605966,0.0,551325.8100991113,24984625.589202788,0.0,45509337.25318485,0.0,0.0,3299287.1624128073
 06/24  03:00:00,3707915.77530162,0.0,533385.1795606334,24964813.373224836,0.0,45471584.40666841,0.0,0.0,3279489.36425425
 06/24  04:00:00,3601942.352947635,0.0,505769.28437952726,24989334.802744657,0.0,45468489.94100712,0.0,0.0,3303986.436273775
 06/24  05:00:00,3441140.4439433413,0.0,487970.7639657488,24919957.420660716,0.0,45381314.0385094,0.0,0.0,3234630.7373403385
 06/24  06:00:00,3360904.113156021,0.0,424990.7055939573,25044177.959901564,0.0,45442554.51937847,0.0,0.0,3358758.774788164
 06/24  07:00:00,3256003.4640464974,0.0,401600.268324773,25020415.714341745,0.0,45395401.83654946,0.0,0.0,3334983.66755105
 06/24  08:00:00,3190681.5515571563,0.0,375911.495705612,25023237.11169285,0.0,45372534.4612814,0.0,0.0,3337785.730226299
 06/24  09:00:00,3141455.4856390804,0.0,382863.634433367,24915726.959926926,0.0,45271976.44824324,0.0,0.0,3230316.4483131617
 06/24  10:00:00,3177205.4265816873,0.0,395237.13248359505,24871890.86417248,0.0,45240513.850539014,0.0,0.0,3186508.229096487
 06/24  11:00:00,3276050.748117328,0.0,409344.16419664375,24903962.097617377,0.0,45286692.11569696,0.0,0.0,3218574.5854262803
 06/24  12:00:00,3322927.9324906725,0.0,427060.86308931373,24892427.227766454,0.0,45292873.9447387,0.0,0.0,3207066.5515108197
 06/24  13:00:00,3535913.6528615477,0.0,449644.25530009595,25011979.7526125,0.0,45435009.86179553,0.0,0.0,3326588.2180285873
 06/24  14:00:00,3722559.7518635886,0.0,487079.02126978466,25098929.203780446,0.0,45559394.07893318,0.0,0.0,3413533.3030893225
 06/24  15:00:00,3762772.231613667,0.0,491425.455350338,25185794.13081011,0.0,45650605.44004339,0.0,0.0,3500390.0215328513
 06/24  16:00:00,3787609.156696952,0.0,493795.2039874088,25237924.560301144,0.0,45705105.61817148,0.0,0.0,3552515.878255148
 06/24  17:00:00,3847443.614698866,0.0,511082.2326377687,25251252.425127283,0.0,45735720.511647984,0.0,0.0,3565851.8462268654
 06/24  18:00:00,3984808.2065828205,0.0,547691.1663076152,25251760.58211255,0.0,45772837.60230312,0.0,0.0,3566371.576297752
 06/24  19:00:00,3968988.762161285,0.0,558140.0464829091,25241973.26501475,0.0,45773499.1653806,0.0,0.0,3556603.81581877
 06/24  20:00:00,3867646.957467252,0.0,533632.521523502,25226876.043786727,0.0,45733894.41919317,0.0,0.0,3541501.373625964
 06/24  21:00:00,3740609.6518730414,0.0,514155.87519273034,25127189.130386557,0.0,45614730.85946222,0.0,0.0,3441825.552166178
 06/24  22:00:00,3586504.0966726434,0.0,487668.08577352186,25033435.701952476,0.0,45494489.64160894,0.0,0.0,3348081.1256575854
 06/24  23:00:00,3424762.39767939,0.0,452401.99399176013,24965630.55302185,0.0,45391418.40089655,0.0,0.0,3280275.255172753
 06/24  24:00:00,3321197.720607468,0.0,412312.92391625827,24960487.276850376,0.0,45346186.05464958,0.0,0.0,3275095.0080159307
 06/25  01:00:00,3206433.5244322238,0.0,388738.6572523947,24910472.20205269,0.0,45272596.71318802,0.0,0.0,3225064.8934821542
